numero de elementos , tempo sequencial , tempo paralelo , tempo overhead,,
340000,0.067901638,1.212368563,1.003743018,,
350000,0.072077147,1.273682304,1.031837117,,
360000,0.074789411,1.309210429,1.056610902,,
370000,0.076933606,1.361828302,1.2241162,,
380000,0.077214455,1.367619877,1.054716509,,
390000,0.081647297,1.354114097,1.147967776,,
400000,0.084605948,1.45448404,1.170790334,,
410000,0.086953908,1.491742934,1.183910927,,
420000,0.086873272,1.531751004,1.23188009,,
430000,0.090461927,1.491036692,1.22583378,,
440000,0.092661896,1.53682152,1.250516841,,
450000,0.09686712,1.560117202,1.27964025,,
460000,0.097630463,1.60604536,1.314857635,,
470000,0.100920107,1.635200173,1.331324176,,
480000,0.102692224,1.682820864,1.383509643,,
490000,0.107135578,1.72439059,1.407869121,,
500000,0.109338978,1.741643151,1.422937322,,
510000,0.109910236,1.760741151,1.43237891,,
520000,0.114466591,1.79940085,1.47663939,,
530000,0.115799909,1.831158884,1.502761319,,
540000,0.117893471,1.875781293,1.53104977,,
550000,0.12113342,1.896554612,1.562710313,,
560000,0.124412738,1.940003398,1.610031157,,
570000,0.13048714,1.975665617,1.617586344,,
580000,0.132016793,2.018106283,1.666734847,,
590000,0.141911345,2.026315727,1.590575963,,
600000,0.139247749,2.012325042,1.667223392,,
610000,0.157159467,2.126108041,1.784511112,,
620000,0.139710597,2.155958751,1.744100431,,
630000,0.142936552,2.208574635,1.786517043,,
640000,0.146565166,2.232018739,1.817146497,,
650000,0.150177727,2.283880979,1.843866789,,
660000,0.170148803,2.299453078,1.871843732,,
670000,0.156492177,2.340943082,1.899673175,,
680000,0.156714194,2.347245434,1.93302616,,
690000,0.159528069,2.431163068,1.95399609,,
700000,0.162425768,2.420502486,1.991155906,,
710000,0.165842787,2.492778856,2.000087321,,
720000,0.168762806,2.511095126,2.02326256,,
730000,0.170163204,2.546957298,2.200022225,,
740000,0.17309546,2.555680536,2.212938809,,
750000,0.175585775,2.632394273,2.134103184,,
760000,0.178266213,2.613582581,2.153125201,,
770000,0.184480744,2.672836113,2.180384336,,
780000,0.185183119,2.714801364,2.198614382,,
790000,0.187228702,2.731232121,2.258873166,,
800000,0.190118571,2.764584374,2.267388468,,
810000,0.19297679,2.815386293,2.282680544,,
820000,0.196837411,2.86099346,2.284161017,,
830000,0.217878915,2.790910691,2.263511049,,
840000,0.202291275,2.908415966,2.406368082,,
850000,0.204311895,2.950810074,2.409022513,,
860000,0.206809807,3.002962113,2.396523017,,
870000,0.209502508,2.955624427,2.346412435,,
880000,0.213051492,2.988493534,2.513096567,,
890000,0.216593474,3.098165921,2.522868886,,
900000,0.232647438,3.169306181,2.53099392,,
910000,0.223982821,3.161700714,2.583351127,,
920000,0.252204464,3.208264586,2.622498631,,
930000,0.228494683,3.127300976,2.519555961,,
940000,0.231046773,3.23261103,2.6582881,,
950000,0.236833587,3.301885349,2.684242372,,
960000,0.235765055,3.322914251,2.716010946,,
970000,0.239102041,3.360201205,2.736698369,,
980000,0.243531742,3.408129797,2.792913163,,
990000,0.246406693,3.432135356,2.804671187,,
1000000,0.250680935,3.514081237,2.831006165,,
