numero de elementos , tempo sequencial , tempo paralelo , tempo overhead,,
5400,0.001930122,0.074171161,0.061018449,,
5500,0.00197916,0.087684739,0.065311114,,
5600,0.001798502,0.078604506,0.067138993,,
5700,0.001816609,0.080244756,0.055294971,,
5800,0.001849635,0.023936292,0.022329647,,
5900,0.001241972,0.023859782,0.022614347,,
6000,0.001265103,0.024097816,0.022798072,,
6100,0.001644382,0.026491951,0.023135539,,
6200,0.001960497,0.026314528,0.02345624,,
6300,0.001998309,0.026415611,0.021366044,,
6400,0.002076624,0.025430078,0.023482579,,
6500,0.002048431,0.025829235,0.023937331,,
6600,0.002077766,0.026109782,0.024005309,,
6700,0.00123328,0.02625077,0.022577791,,
6800,0.00190675,0.029080574,0.024341906,,
6900,0.001854081,0.028631698,0.024789008,,
7000,0.001819234,0.02950373,0.023415171,,
7100,0.001129433,0.028859457,0.024744201,,
7200,0.001877836,0.030531624,0.025801884,,
7300,0.001839077,0.031376708,0.023860173,,
7400,0.001939862,0.031358527,0.027010616,,
7500,0.001978581,0.028842155,0.025468113,,
7600,0.001756927,0.031843996,0.02476107,,
7700,0.002007133,0.031790409,0.026305367,,
7800,0.002069229,0.029845795,0.027294588,,
7900,0.001655188,0.02992844,0.032536539,,
8000,0.002110147,0.032619914,0.027747952,,
8100,0.002145279,0.032278171,0.027917421,,
8200,0.002165711,0.033188707,0.028443337,,
8300,0.001470362,0.033314,0.028621685,,
8400,0.002220955,0.033949048,0.028977113,,
8500,0.002260414,0.034448091,0.029243228,,
8600,0.002286433,0.034537607,0.030033279,,
8700,0.001324248,0.034938855,0.029595899,,
8800,0.002334541,0.036147916,0.031030979,,
8900,0.002367701,0.036139429,0.030989283,,
9000,0.001598183,0.036399199,0.031254824,,
9100,0.002438191,0.036838094,0.031484308,,
9200,0.002452245,0.036830275,0.03171097,,
9300,0.00248805,0.037474573,0.031765913,,
9400,0.002501611,0.037993264,0.032336854,,
9500,0.002557374,0.038042304,0.032363199,,
9600,0.002581892,0.03840347,0.03267239,,
9700,0.001348061,0.038470585,0.032690124,,
9800,0.002656421,0.039176671,0.034556232,,
9900,0.002677192,0.040937777,0.035731946,,
10000,0.002702757,0.04179491,0.035142489,,
20000,0.005648261,0.0782678,0.064516106,,
30000,0.006712387,0.114082165,0.094746911,,
40000,0.011089279,0.149717209,0.124225926,,
50000,0.008941891,0.18502078,0.155392224,,
60000,0.014262265,0.221717898,0.184929061,,
70000,0.014755618,0.257051866,0.216985102,,
80000,0.015702688,0.292369835,0.244548363,,
90000,0.015719467,0.32799467,0.274250196,,
100000,0.018446393,0.368233523,0.30401922,,
110000,0.020986296,0.395832488,0.334642203,,
120000,0.023365236,0.433001731,0.370128483,,
130000,0.022125025,0.46909578,0.397126222,,
140000,0.027355707,0.50212068,0.423371399,,
150000,0.026997091,0.538911567,0.452671786,,
160000,0.031740404,0.574019932,0.483696695,,
170000,0.032195641,0.605981615,0.513944638,,
180000,0.037469359,0.647728343,0.542632989,,
190000,0.035243192,0.689929487,0.572388213,,
200000,0.039848814,0.715601938,0.682602114,,
210000,0.042460007,0.843062284,0.755059159,,
220000,0.043553614,0.903927531,0.965328879,,
230000,0.043310809,0.907352271,0.707121593,,
240000,0.047624856,0.857217228,0.730403362,,
250000,0.050421855,0.890510205,0.847898108,,
260000,0.047944817,0.929119634,0.779181813,,
270000,0.053055671,0.96264615,0.810655457,,
280000,0.054304829,0.995676684,0.840085191,,
290000,0.057618311,1.035269225,0.869034089,,
300000,0.060321585,1.064993416,0.898701526,,
310000,0.064045516,1.1027524,0.928371224,,
320000,0.063971163,1.134612083,0.966873999,,
330000,0.064502785,1.172517722,0.988253371,,
340000,0.068786254,1.207318661,1.018534955,,
350000,0.070942462,1.239790282,1.047706574,,
360000,0.074623945,1.2783921,1.077880882,,
370000,0.074743307,1.309658419,1.194382078,,
380000,0.077564192,1.34305913,1.137371051,,
390000,0.080871726,1.386834183,1.167577729,,
400000,0.08445931,1.420524737,1.197609381,,
410000,0.088351578,1.453493863,1.227012077,,
420000,0.086675886,1.480601547,1.256983432,,
430000,0.100153656,1.516528755,1.286867579,,
440000,0.09394696,1.567542602,1.316447073,,
450000,0.101659891,1.599943882,1.346284934,,
460000,0.098033422,1.635837318,1.376320431,,
470000,0.099892419,1.674576117,1.424866635,,
480000,0.105006705,1.687549516,1.435720745,,
490000,0.104256199,1.741469713,1.465479836,,
500000,0.108245963,1.768662293,1.495084458,,
510000,0.110079186,1.803070701,1.524963114,,
520000,0.113052897,1.901076265,1.71517025,,
530000,0.115895587,1.878589298,1.583851925,,
540000,0.117055692,1.913395095,1.614152339,,
550000,0.121456004,1.923150115,1.646517585,,
560000,0.122909646,1.977559171,1.67319158,,
570000,0.126000922,2.016614677,1.704028042,,
580000,0.12780997,2.067582206,1.733459749,,
590000,0.131911756,2.098192276,1.771354456,,
600000,0.137816456,2.127109394,1.79142917,,
610000,0.155607312,2.15754559,1.82215088,,
620000,0.141022275,2.213094222,1.859416197,,
630000,0.142036105,2.233440349,1.882442274,,
640000,0.144917559,2.254843277,1.911596383,,
650000,0.146603819,2.29071165,1.940257947,,
660000,0.149797138,2.341633744,1.972748737,,
670000,0.152247906,2.352083969,1.993881124,,
680000,0.154940217,2.429439061,2.029841567,,
690000,0.157927108,2.474726492,2.059386024,,
700000,0.160422971,2.48718772,2.114570848,,
710000,0.163599614,2.48382451,2.144062147,,
720000,0.188280609,2.548631709,2.154037325,,
730000,0.170888729,2.636671454,2.177543251,,
740000,0.172781366,2.635734329,2.208144254,,
750000,0.174883148,2.644790364,2.238683546,,
760000,0.196635518,2.711331803,2.268201183,,
770000,0.180935815,2.735444597,2.29817205,,
780000,0.187888518,2.794315791,2.329731152,,
790000,0.186922774,2.810582718,2.35989056,,
800000,0.191140669,2.830916008,2.38754968,,
810000,0.191146026,2.877919232,2.427963911,,
820000,0.197702572,2.909681513,2.476115968,,
830000,0.198650316,3.465301016,2.476867187,,
840000,0.200600544,3.006678627,2.509852628,,
850000,0.207934372,3.007383424,2.537182849,,
860000,0.238463351,3.046031035,2.588956618,,
870000,0.210938154,3.094632356,2.598438685,,
880000,0.219259833,3.129985627,2.627210231,,
890000,0.213974875,3.189708329,2.656636991,,
900000,0.218321426,3.201392838,2.697429257,,
910000,0.24078047,3.51073732,2.721696915,,
920000,0.229641446,3.762519535,2.745000482,,
930000,0.227366128,3.301335474,2.779328936,,
940000,0.228939332,3.325026973,2.842259818,,
950000,0.232598947,3.383846575,2.846594372,,
960000,0.263833301,3.41012615,3.198796856,,
970000,0.238573625,3.465664777,2.895860062,,
980000,0.242253709,3.456717725,2.967084195,,
990000,0.263224118,3.543170626,2.95724599,,
1000000,0.252185702,3.554718068,3.362939345,,
