numero de elementos ; tempo
1 ; 0.007150864
100 ; 0.00870767
200 ; 0.015559798
300 ; 0.014419987
400 ; 0.024109384
500 ; 0.020697729
600 ; 0.025023458
700 ; 0.026601899
800 ; 0.024703024
900 ; 0.025563373
1000 ; 0.02929745
1100 ; 0.020584981
1200 ; 0.021287144
1300 ; 0.02477
1400 ; 0.019920045
1500 ; 0.016250321
1600 ; 0.012322385
1700 ; 0.012468027
1800 ; 0.011503845
1900 ; 0.011682704
2000 ; 0.01262415
2100 ; 0.012765139
2200 ; 0.012533423
2300 ; 0.013210953
2400 ; 0.01369115
2500 ; 0.01440326
2600 ; 0.015222937
2700 ; 0.015086722
2800 ; 0.015046385
2900 ; 0.015711741
3000 ; 0.015648648
3100 ; 0.016021229
3200 ; 0.017189344
3300 ; 0.016832222
3400 ; 0.017757029
3500 ; 0.018329069
3600 ; 0.01839849
3700 ; 0.018424415
3800 ; 0.01902871
3900 ; 0.019281787
4000 ; 0.019316674
4100 ; 0.019727733
4200 ; 0.019648134
4300 ; 0.020395957
4400 ; 0.018962775
4500 ; 0.020137705
4600 ; 0.020931318
4700 ; 0.021660853
4800 ; 0.021858538
4900 ; 0.022449002
5000 ; 0.0220205
5100 ; 0.024112053
5200 ; 0.023017434
5300 ; 0.024773548
5400 ; 0.024789147
5500 ; 0.025350068
5600 ; 0.024657813
5700 ; 0.027549183
5800 ; 0.025394055
5900 ; 0.026721047
6000 ; 0.025195709
6100 ; 0.0273221
6200 ; 0.027575644
6300 ; 0.027574748
6400 ; 0.028235601
6500 ; 0.036918897
6600 ; 0.027860176
6700 ; 0.028785763
6800 ; 0.029104169
6900 ; 0.0296257
7000 ; 0.028871889
7100 ; 0.030253911
7200 ; 0.030254594
7300 ; 0.030678881
7400 ; 0.030824884
7500 ; 0.030804788
7600 ; 0.032961121
7700 ; 0.032626766
7800 ; 0.033580297
7900 ; 0.035832482
8000 ; 0.03399935
8100 ; 0.034607689
8200 ; 0.035047002
8300 ; 0.035080769
8400 ; 0.035477026
8500 ; 0.034482865
8600 ; 0.035930681
8700 ; 0.034780663
8800 ; 0.036573546
8900 ; 0.037011074
9000 ; 0.037236061
9100 ; 0.036480292
9200 ; 0.037655558
9300 ; 0.03684072
9400 ; 0.038283526
9500 ; 0.038340509
9600 ; 0.038110137
9700 ; 0.039186744
9800 ; 0.039015417
9900 ; 0.039932349
10000 ; 0.041108935
20000 ; 0.075789036
30000 ; 0.111440479
40000 ; 0.146903262
50000 ; 0.184248361
60000 ; 0.273439592
70000 ; 0.25457363
80000 ; 0.294169177
90000 ; 0.325561405
100000 ; 0.361789147
110000 ; 0.397617882
120000 ; 0.429064109
130000 ; 0.466072568
140000 ; 0.501638243
150000 ; 0.535883904
160000 ; 0.566030773
170000 ; 0.605735139
180000 ; 0.643481958
190000 ; 0.678399856
200000 ; 0.701806968
210000 ; 0.73587557
220000 ; 0.778935283
230000 ; 0.816619244
240000 ; 0.851663937
250000 ; 0.897437047
260000 ; 0.917135364
270000 ; 0.951260609
280000 ; 0.992830569
290000 ; 1.020335147
300000 ; 1.053286355
310000 ; 1.107781392
320000 ; 1.134170324
330000 ; 1.149696404
340000 ; 1.191860613
350000 ; 1.224234587
360000 ; 1.268167249
370000 ; 1.301991423
380000 ; 1.331543995
390000 ; 1.381295131
400000 ; 1.429818131
410000 ; 1.499761465
420000 ; 1.471449428
430000 ; 1.480483478
440000 ; 1.543107927
450000 ; 1.547869568
460000 ; 1.613310963
470000 ; 1.636265142
480000 ; 1.750359697
490000 ; 1.733347549
500000 ; 1.749705968
510000 ; 1.781706868
520000 ; 1.807189425
530000 ; 1.849202875
540000 ; 1.888388315
550000 ; 1.925238407
560000 ; 1.978261035
570000 ; 1.992575892
580000 ; 2.016642855
590000 ; 2.032134993
600000 ; 2.104248466
610000 ; 2.136565521
620000 ; 2.141129225
630000 ; 2.165822864
640000 ; 2.1259999
650000 ; 2.214377576
660000 ; 2.333802528
670000 ; 2.318194782
680000 ; 2.362321403
690000 ; 2.405682997
700000 ; 2.456406732
710000 ; 2.502743323
720000 ; 2.502310828
730000 ; 2.537213519
740000 ; 2.559267256
750000 ; 2.734961242
760000 ; 2.675139774
770000 ; 2.72238888
780000 ; 2.750338659
790000 ; 2.783634448
800000 ; 2.790385855
810000 ; 2.835645932
820000 ; 2.86420359
830000 ; 2.885672437
840000 ; 2.931469659
850000 ; 2.970612044
860000 ; 2.997558301
870000 ; 3.012403175
880000 ; 3.073165993
890000 ; 3.097731346
900000 ; 3.145088978
910000 ; 3.173179247
920000 ; 3.215380102
930000 ; 3.25552008
940000 ; 3.270856202
950000 ; 3.290851452
960000 ; 3.376570832
970000 ; 3.416188429
980000 ; 3.423560502
990000 ; 3.446700868
1000000 ; 3.475904163
