numero de elementos ; tempo
1 ; 0.004033674
100 ; 0.004487919
200 ; 0.007275944
300 ; 0.010970967
400 ; 0.012193072
500 ; 0.01519688
600 ; 0.017642597
700 ; 0.019320442
800 ; 0.022025332
900 ; 0.022811412
1000 ; 0.017712894
1100 ; 0.013630319
1200 ; 0.013075481
1300 ; 0.014324117
1400 ; 0.016052834
1500 ; 0.013282874
1600 ; 0.013079371
1700 ; 0.009285565
1800 ; 0.010851186
1900 ; 0.006828242
2000 ; 0.008217736
2100 ; 0.011093371
2200 ; 0.005385967
2300 ; 0.00468434
2400 ; 0.004909324
2500 ; 0.005375009
2600 ; 0.005459261
2700 ; 0.005808622
2800 ; 0.004825278
2900 ; 0.005309063
3000 ; 0.00546264
3100 ; 0.006896238
3200 ; 0.005608785
3300 ; 0.006231524
3400 ; 0.007091739
3500 ; 0.006134029
3600 ; 0.00603066
3700 ; 0.005696789
3800 ; 0.00622735
3900 ; 0.007688617
4000 ; 0.006720598
4100 ; 0.006664123
4200 ; 0.00755073
4300 ; 0.007515003
4400 ; 0.006842458
4500 ; 0.007100266
4600 ; 0.008033417
4700 ; 0.00738628
4800 ; 0.007424779
4900 ; 0.007501585
5000 ; 0.007589276
5100 ; 0.007328113
5200 ; 0.007597958
5300 ; 0.007993091
5400 ; 0.007823399
5500 ; 0.007747976
5600 ; 0.008193214
5700 ; 0.009129187
5800 ; 0.009231272
5900 ; 0.008500166
6000 ; 0.008693879
6100 ; 0.00897772
6200 ; 0.009412963
6300 ; 0.00947272
6400 ; 0.010604561
6500 ; 0.009028207
6600 ; 0.009138966
6700 ; 0.009351553
6800 ; 0.008777091
6900 ; 0.008719667
7000 ; 0.010190986
7100 ; 0.014167316
7200 ; 0.010965878
7300 ; 0.009412047
7400 ; 0.009800122
7500 ; 0.010643536
7600 ; 0.010026036
7700 ; 0.010504943
7800 ; 0.009786583
7900 ; 0.011261313
8000 ; 0.01010839
8100 ; 0.010571747
8200 ; 0.01089247
8300 ; 0.011871777
8400 ; 0.016642941
8500 ; 0.010080173
8600 ; 0.011381217
8700 ; 0.011637026
8800 ; 0.012317984
8900 ; 0.011276809
9000 ; 0.011934435
9100 ; 0.011843329
9200 ; 0.011068145
9300 ; 0.011804071
9400 ; 0.01265491
9500 ; 0.014644973
9600 ; 0.013553363
9700 ; 0.012674315
9800 ; 0.012557057
9900 ; 0.01212661
10000 ; 0.017478303
20000 ; 0.024884984
30000 ; 0.043073665
40000 ; 0.04622985
50000 ; 0.055786947
60000 ; 0.078463555
70000 ; 0.086032532
80000 ; 0.098537985
90000 ; 0.117448903
100000 ; 0.120683896
110000 ; 0.130715571
120000 ; 0.1462626
130000 ; 0.15655776
140000 ; 0.20024321
150000 ; 0.188735665
160000 ; 0.194914756
170000 ; 0.217689678
180000 ; 0.215993546
190000 ; 0.236474906
200000 ; 0.248646542
210000 ; 0.263460156
220000 ; 0.268798217
230000 ; 0.295790677
240000 ; 0.302086337
250000 ; 0.337232153
260000 ; 0.327883923
270000 ; 0.34079382
280000 ; 0.361470575
290000 ; 0.385990424
300000 ; 0.382018883
310000 ; 0.41435527
320000 ; 0.446446103
330000 ; 0.43630272
340000 ; 0.442557103
350000 ; 0.448449099
360000 ; 0.494697873
370000 ; 0.487167395
380000 ; 0.506049292
390000 ; 0.51387001
400000 ; 0.53890172
410000 ; 0.548025812
420000 ; 0.553937488
430000 ; 0.574771121
440000 ; 0.63963938
450000 ; 0.601899128
460000 ; 0.634593324
470000 ; 0.62679083
480000 ; 0.646759697
490000 ; 0.647044682
500000 ; 0.667895901
510000 ; 0.673068819
520000 ; 0.68974364
530000 ; 0.717392037
540000 ; 0.781833029
550000 ; 0.791017258
560000 ; 0.771883339
570000 ; 0.815196454
580000 ; 0.790853414
590000 ; 0.817030366
600000 ; 0.872150455
610000 ; 0.859525933
620000 ; 0.914929456
630000 ; 0.929419298
640000 ; 0.930906916
650000 ; 0.934625563
660000 ; 0.917908185
670000 ; 0.931701686
680000 ; 0.955163059
690000 ; 0.989908425
700000 ; 1.006198933
710000 ; 0.993076973
720000 ; 1.039022125
730000 ; 1.079312159
740000 ; 1.058051571
750000 ; 1.069816378
760000 ; 1.08678269
770000 ; 1.144863934
780000 ; 1.183480381
790000 ; 1.136970775
800000 ; 1.162108748
810000 ; 1.172738666
820000 ; 1.213794842
830000 ; 1.220139702
840000 ; 1.223941673
850000 ; 1.222634981
860000 ; 1.261953757
870000 ; 1.244698189
880000 ; 1.29419059
890000 ; 1.272669758
900000 ; 1.307945369
910000 ; 1.402124704
920000 ; 1.303462974
930000 ; 1.387596464
940000 ; 1.382562597
950000 ; 1.374248746
960000 ; 1.442021898
970000 ; 1.434713943
980000 ; 1.449380878
990000 ; 1.445917148
1000000 ; 1.466677851
