numero de elementos , tempo sequencial , tempo paralelo , tempo overhead,,
260000,0.050220406,0.961261752,0.893770368,,
270000,0.053639696,0.999520608,0.927646227,,
280000,0.052756604,1.035180517,0.961866062,,
290000,0.057075227,1.059862727,0.996489989,,
300000,0.059415801,1.109567287,1.03084208,,
310000,0.059503623,1.137960591,1.066105671,,
320000,0.064879158,1.203555454,1.098727116,,
330000,0.066194839,1.205048541,1.132797815,,
340000,0.068419069,1.261774362,1.1697281,,
350000,0.075229038,1.27969568,1.221115764,,
360000,0.079126942,1.332152569,1.235171687,,
370000,0.077193311,1.352518962,1.270204113,,
380000,0.078289184,1.384567968,1.30723778,,
390000,0.082387078,1.452799061,1.345075079,,
400000,0.086886876,1.474111434,1.380331077,,
410000,0.085898849,1.522933348,1.481484248,,
420000,0.088571948,1.654348144,1.442287591,,
430000,0.088857441,1.590831909,1.481052274,,
440000,0.091949392,1.72290773,1.672690944,,
450000,0.094473983,1.670221749,1.545764562,,
460000,0.097311776,1.705101216,1.597004735,,
470000,0.105028558,1.748936113,1.622270909,,
480000,0.104012831,1.769180679,1.654562907,,
490000,0.114091522,1.787515812,1.748166788,,
500000,0.109072322,1.913783558,1.751276592,,
510000,0.109840068,1.909255678,1.793004866,,
520000,0.111786686,1.986578073,2.063705218,,
530000,0.116921068,1.988370721,2.435621275,,
540000,0.11860033,2.001687838,2.196697544,,
550000,0.120848032,2.041958588,2.443111712,,
560000,0.122228164,2.061499355,2.61426704,,
570000,0.125122641,2.093880121,1.956383357,,
580000,0.148221287,2.29942097,1.996726383,,
590000,0.131816697,2.151005133,2.01928267,,
600000,0.132561255,2.231440331,2.053583027,,
610000,0.137792681,2.259503073,2.087783003,,
620000,0.145503558,2.287217127,2.13281774,,
630000,0.15351436,2.323263451,2.156164631,,
640000,0.146939548,2.37008138,2.192279436,,
650000,0.175968172,2.423367285,2.224744009,,
660000,0.151154337,2.430673645,2.29432945,,
670000,0.153852949,2.494661668,2.292499016,,
680000,0.15531434,2.504511949,2.326597234,,
690000,0.157103112,2.596687813,2.36333023,,
700000,0.159627647,2.577810585,2.410888345,,
710000,0.162620247,2.664078989,2.444013304,,
720000,0.165735017,2.67242061,2.481212826,,
730000,0.16898003,2.702835933,2.518325713,,
740000,0.171291911,2.714938288,2.569200345,,
750000,0.177783308,2.825005662,2.880851699,,
760000,0.184039582,3.620168791,2.831859154,,
770000,0.180254222,3.020586533,2.723808487,,
780000,0.182248665,3.620408185,2.671450104,,
790000,0.187776214,3.626339821,2.827847106,,
800000,0.1887775,3.83493423,2.735866303,,
810000,0.190571808,2.997697635,2.7701354,,
820000,0.193798052,3.058020893,2.8039442,,
830000,0.196147724,3.070061291,2.870873089,,
840000,0.199462329,3.08591077,2.872712091,,
850000,0.201737589,3.141182924,2.906396277,,
860000,0.230576124,3.178624046,2.954558357,,
870000,0.231896253,3.218690706,2.977288118,,
880000,0.229988559,3.598658422,3.033068365,,
890000,0.214457916,3.281090054,3.11561078,,
900000,0.230662115,4.155887105,3.565239018,,
910000,0.230178807,3.609531748,3.397050281,,
920000,0.223425666,3.565695071,3.652369693,,
930000,0.242899104,3.427690917,3.485255127,,
940000,0.227714811,3.855473082,3.248387392,,
950000,0.241672521,3.500142336,3.580946689,,
960000,0.247486548,3.579120518,4.064788981,,
970000,0.238379316,3.59452387,3.317540064,,
980000,0.239622341,3.61785112,3.349840663,,
990000,0.251409231,3.649388341,3.407222789,,
1000000,0.247338049,3.739530426,3.48247617,,
