numero de elementos , tempo sequencial , tempo paralelo , tempo overhead,,
5500,0.001706078,0.024367094,0.018633284,,
5600,0.00176269,0.024700848,0.019108087,,
5700,0.001802889,0.024436052,0.020728122,,
5800,0.000887618,0.024102773,0.019363104,,
5900,0.001717847,0.024871093,0.019138384,,
6000,0.001158517,0.02523211,0.019624002,,
6100,0.001928599,0.025880784,0.019850268,,
6200,0.001954897,0.026254537,0.021152741,,
6300,0.001961791,0.027786375,0.021656076,,
6400,0.001988428,0.02698853,0.022185704,,
6500,0.002023774,0.026295616,0.022168633,,
6600,0.002094035,0.028810165,0.021390328,,
6700,0.002141263,0.028940439,0.022031306,,
6800,0.001934553,0.028711982,0.021668179,,
6900,0.001843747,0.029030252,0.022382387,,
7000,0.001823419,0.029554724,0.023268859,,
7100,0.001171523,0.029130629,0.022568174,,
7200,0.001872056,0.028896242,0.023064426,,
7300,0.001903953,0.030608484,0.023152848,,
7400,0.001391797,0.031016222,0.023467731,,
7500,0.001439441,0.029919806,0.023894659,,
7600,0.001317888,0.029406713,0.024924959,,
7700,0.002026322,0.031092811,0.023840896,,
7800,0.00208739,0.032661701,0.024822794,,
7900,0.002023,0.031817973,0.024526181,,
8000,0.001390668,0.032257065,0.025195576,,
8100,0.001312795,0.032248083,0.024706248,,
8200,0.002145402,0.032041931,0.026711264,,
8300,0.002260855,0.033078985,0.026706804,,
8400,0.002212711,0.034127657,0.025420861,,
8500,0.001908865,0.033751307,0.025893624,,
8600,0.00226757,0.034068031,0.027157942,,
8700,0.002346653,0.034300129,0.028095291,,
8800,0.001134189,0.034309087,0.027054377,,
8900,0.002284654,0.034858806,0.027036163,,
9000,0.002403324,0.035263079,0.027506266,,
9100,0.002509981,0.035545956,0.027340475,,
9200,0.002531867,0.036068981,0.02762682,,
9300,0.002475555,0.036168075,0.027390175,,
9400,0.002352143,0.036617418,0.027951654,,
9500,0.002545475,0.038154904,0.029855546,,
9600,0.001893503,0.037323652,0.028762041,,
9700,0.00211665,0.038303136,0.029148224,,
9800,0.00234635,0.036231971,0.028938608,,
9900,0.002651009,0.038122938,0.029440935,,
10000,0.001532479,0.037980022,0.029343519,,
20000,0.004618469,0.076275159,0.056975828,,
30000,0.009177791,0.107656686,0.084964433,,
40000,0.011806897,0.142011842,0.108387394,,
50000,0.015198002,0.175796427,0.133801069,,
60000,0.013929881,0.209730084,0.164510855,,
70000,0.011475051,0.241088695,0.184797564,,
80000,0.014169592,0.280502103,0.218897915,,
90000,0.017965695,0.322298631,0.240179671,,
100000,0.021952543,0.348153088,0.258928838,,
110000,0.019661263,0.37883746,0.292459824,,
120000,0.025054092,0.406892287,0.317206716,,
130000,0.0269157,0.432264566,0.344188898,,
140000,0.027283569,0.471077626,0.371281803,,
150000,0.032246083,0.514925944,0.394517186,,
160000,0.033429054,0.561282921,0.429371194,,
170000,0.03626134,0.60479114,0.45762654,,
180000,0.034008635,0.62451985,0.482384266,,
190000,0.03496497,0.645122982,0.511385221,,
200000,0.040812035,0.715080879,0.533354175,,
210000,0.04091836,0.738508567,0.546463933,,
220000,0.051146722,0.767563969,0.596547028,,
230000,0.046757829,0.79578645,0.622925949,,
240000,0.048884135,0.823797059,0.635471689,,
250000,0.053653019,0.864842381,0.678367447,,
260000,0.068217865,0.90037328,0.693815923,,
270000,0.058268302,0.929457178,0.722060834,,
280000,0.067351494,0.959738005,0.75355945,,
290000,0.062089361,0.996209057,0.788014163,,
300000,0.064898829,1.115184146,0.829456722,,
310000,0.067311317,1.075369711,0.957033816,,
320000,0.061559401,1.092667732,0.867111951,,
330000,0.065733494,1.142171068,0.890034526,,
340000,0.077474279,1.202023493,0.910939148,,
350000,0.070356141,1.21968119,0.966522057,,
360000,0.075572507,1.367567882,0.973276567,,
370000,0.074750154,1.25975624,0.992180881,,
380000,0.081162975,1.319813716,1.032283658,,
390000,0.079362114,1.3481709,1.031664082,,
400000,0.081081951,1.379349339,1.076829111,,
410000,0.086295478,1.430625216,1.261822281,,
420000,0.086028939,1.448873132,1.352901952,,
430000,0.096210543,1.683616315,1.155233441,,
440000,0.094121604,1.518806182,1.347265843,,
450000,0.095845444,1.546447487,1.194585026,,
460000,0.09834281,1.566405134,1.224792013,,
470000,0.098897115,1.755917788,1.28259489,,
480000,0.117565284,1.631587742,1.3010669,,
490000,0.106478949,1.684632089,1.29835035,,
500000,0.108758134,1.713479111,1.331498662,,
510000,0.110840216,1.768242876,1.377119844,,
520000,0.114152391,1.78427714,1.402271818,,
530000,0.116825332,1.839743483,1.424231898,,
540000,0.11688629,1.86216383,1.435242629,,
550000,0.119723949,1.872106821,1.464624194,,
560000,0.122098641,1.921974127,1.501347766,,
570000,0.125846425,1.949698007,1.533706155,,
580000,0.1272219,1.991059389,1.558937558,,
590000,0.131188055,2.06622465,1.589447587,,
600000,0.132843477,2.075146283,1.611102158,,
610000,0.135940814,2.081440723,1.635032629,,
620000,0.138970473,2.129226401,1.663453156,,
630000,0.140850538,2.135947176,1.692796286,,
640000,0.145385297,2.191966399,1.700562575,,
650000,0.148619014,2.23428411,1.74573477,,
660000,0.150816673,2.296664987,1.851511601,,
670000,0.152004572,2.324327827,1.854358627,,
680000,0.156191659,2.455173019,1.838444426,,
690000,0.158592255,2.374200455,1.855809363,,
700000,0.161104433,2.386339,1.89782296,,
710000,0.166782314,2.453018626,1.904945459,,
720000,0.166481418,2.46951876,1.947367231,,
730000,0.167450672,2.507244416,1.962148263,,
740000,0.170980383,2.588802788,1.982926534,,
750000,0.174360737,2.588499671,2.009981176,,
760000,0.177290351,2.611838295,2.061558783,,
770000,0.17905284,2.65039308,2.06217835,,
780000,0.182172987,2.679833762,2.084934457,,
790000,0.184651877,3.063239958,2.113543139,,
800000,0.188158561,2.726929393,2.148763508,,
810000,0.191897971,2.798959092,2.174313143,,
820000,0.193852197,2.837490154,2.205115674,,
830000,0.196258488,2.837047751,2.234901816,,
840000,0.198693048,2.898621982,2.264505798,,
850000,0.201475806,2.917859012,2.281385805,,
860000,0.2043581,2.949321203,2.297887729,,
870000,0.208901045,3.030781574,2.345947971,,
880000,0.213100074,3.024521769,2.376295043,,
890000,0.212228249,3.049678521,2.369789771,,
900000,0.216632713,3.133324251,2.432213832,,
910000,0.220045194,3.133644804,2.461027439,,
920000,0.2232775,3.637495496,2.51116423,,
930000,0.22636603,3.229808934,2.513547091,,
940000,0.228116631,3.230083096,2.541715029,,
950000,0.231740342,3.260546702,2.573565606,,
960000,0.233095547,3.290515113,2.594772634,,
970000,0.236699816,3.370746205,2.632198263,,
980000,0.238890431,3.384002615,2.641212619,,
990000,0.24095657,3.38374801,2.692001365,,
1000000,0.246414659,3.433314015,2.700936322,,
