numero de elementos ; tempo
1 ; 0.023710068
500 ; 0.103222424
1000 ; 0.072841526
1500 ; 0.052802572
2000 ; 0.036026992
2500 ; 0.060335925
3000 ; 0.053759678
3500 ; 0.065600254
4000 ; 0.052633006
4500 ; 0.06101467
5000 ; 0.069103271
5500 ; 0.050740356
6000 ; 0.057537624
6500 ; 0.099849271
7000 ; 0.123377522
7500 ; 0.091008902
8000 ; 0.095328867
8500 ; 0.072065254
9000 ; 0.050672727
9500 ; 0.051775874
10000 ; 0.075740776
10500 ; 0.066649491
11000 ; 0.062076649
11500 ; 0.07338697
12000 ; 0.065440978
12500 ; 0.054964266
13000 ; 0.052519798
13500 ; 0.04382351
14000 ; 0.06748163
14500 ; 0.056383998
15000 ; 0.059385186
15500 ; 0.055964009
16000 ; 0.052765324
16500 ; 0.068385808
17000 ; 0.066957745
17500 ; 0.063213121
18000 ; 0.070914077
18500 ; 0.064250598
19000 ; 0.068977321
19500 ; 0.073814309
20000 ; 0.076425401
20500 ; 0.066558336
21000 ; 0.064419671
21500 ; 0.070585729
22000 ; 0.073222795
22500 ; 0.069983434
23000 ; 0.082684571
23500 ; 0.099871809
24000 ; 0.088107194
24500 ; 0.085245676
25000 ; 0.091450448
25500 ; 0.086478689
26000 ; 0.084649749
26500 ; 0.086920243
27000 ; 0.087739639
27500 ; 0.09139703
28000 ; 0.107538457
28500 ; 0.097215137
29000 ; 0.092024319
29500 ; 0.105007247
30000 ; 0.113344801
30500 ; 0.097121532
31000 ; 0.099185216
31500 ; 0.125928812
32000 ; 0.113496723
32500 ; 0.109955478
33000 ; 0.115703996
33500 ; 0.110230407
34000 ; 0.118889449
34500 ; 0.127151042
35000 ; 0.114997802
35500 ; 0.164960901
36000 ; 0.187465394
36500 ; 0.175786052
37000 ; 0.131327906
37500 ; 0.119016373
38000 ; 0.123241753
38500 ; 0.130913304
39000 ; 0.165571524
39500 ; 0.136174202
40000 ; 0.165707764
40500 ; 0.1486009
41000 ; 0.141990348
41500 ; 0.14546592
42000 ; 0.144134401
42500 ; 0.151892694
43000 ; 0.15073613
43500 ; 0.142742113
44000 ; 0.158145493
44500 ; 0.168081653
45000 ; 0.160253769
45500 ; 0.162204737
46000 ; 0.207287228
46500 ; 0.16680159
47000 ; 0.172461894
47500 ; 0.186406333
48000 ; 0.207938035
48500 ; 0.186989026
49000 ; 0.197160913
49500 ; 0.201674943
50000 ; 0.176152601
