numero de elementos ; tempo
1 ; 0.0067906
10 ; 0.004683342
20 ; 0.004316898
30 ; 0.005175907
40 ; 0.005810868
50 ; 0.006875335
60 ; 0.007629918
70 ; 0.007879852
80 ; 0.008555847
90 ; 0.009260638
100 ; 0.009718719
110 ; 0.009104299
120 ; 0.011155864
130 ; 0.010141374
140 ; 0.010738477
150 ; 0.012458538
160 ; 0.011219671
170 ; 0.01218534
180 ; 0.012437099
190 ; 0.013346657
200 ; 0.013155079
210 ; 0.013348754
220 ; 0.015367398
230 ; 0.011937624
240 ; 0.014043794
250 ; 0.011633812
260 ; 0.014928993
270 ; 0.011580379
280 ; 0.011347697
290 ; 0.013075644
300 ; 0.011800834
310 ; 0.011270773
320 ; 0.01025614
330 ; 0.011902042
340 ; 0.011724521
350 ; 0.011847466
360 ; 0.011998149
370 ; 0.012003762
380 ; 0.011159876
390 ; 0.012555982
400 ; 0.012618881
410 ; 0.011609
420 ; 0.01100833
430 ; 0.014050422
440 ; 0.01057807
450 ; 0.009316321
460 ; 0.008097193
470 ; 0.007732047
480 ; 0.007010179
490 ; 0.007159956
500 ; 0.006102768
510 ; 0.01308171
520 ; 0.006502511
530 ; 0.006274222
540 ; 0.006350587
550 ; 0.006438624
560 ; 0.006652346
570 ; 0.006679516
580 ; 0.006726282
590 ; 0.010656352
600 ; 0.006965911
610 ; 0.006780637
620 ; 0.006988657
630 ; 0.00683251
640 ; 0.006861544
650 ; 0.006822804
660 ; 0.006801841
670 ; 0.006905332
680 ; 0.007022325
690 ; 0.007415916
700 ; 0.008684081
710 ; 0.007564166
720 ; 0.007378781
730 ; 0.007215797
740 ; 0.007537883
750 ; 0.007684748
760 ; 0.007679149
770 ; 0.00772192
780 ; 0.007667056
790 ; 0.007588381
800 ; 0.007754349
810 ; 0.007855011
820 ; 0.007784377
830 ; 0.007940326
840 ; 0.008149256
850 ; 0.008166898
860 ; 0.008472499
870 ; 0.008541249
880 ; 0.008303877
890 ; 0.008244673
900 ; 0.00843526
910 ; 0.008475439
920 ; 0.008438583
930 ; 0.008518425
940 ; 0.008549695
950 ; 0.008481316
960 ; 0.008562695
970 ; 0.008603159
980 ; 0.008746351
990 ; 0.008419713
1000 ; 0.008779591
