numero de elementos ; tempo
1 ; 4.45805E-4
1000 ; 0.00348315
2000 ; 0.005602611
3000 ; 0.004129386
4000 ; 0.00542465
5000 ; 0.003074989
6000 ; 0.001611237
7000 ; 0.001803019
8000 ; 0.001996532
9000 ; 0.00216082
10000 ; 0.002296131
11000 ; 0.002449209
12000 ; 0.002685945
13000 ; 0.002706811
14000 ; 0.002846968
15000 ; 0.003006389
16000 ; 0.003332771
17000 ; 0.004111162
18000 ; 0.004001651
19000 ; 0.003565869
20000 ; 0.003317241
21000 ; 0.003517997
22000 ; 0.00319528
23000 ; 0.003158027
24000 ; 0.003220591
25000 ; 0.003350988
26000 ; 0.003499471
27000 ; 0.003653382
28000 ; 0.003821743
29000 ; 0.003958435
30000 ; 0.004110591
31000 ; 0.004269161
32000 ; 0.004421818
33000 ; 0.004700908
34000 ; 0.004731459
35000 ; 0.004888294
36000 ; 0.005131738
37000 ; 0.005165612
38000 ; 0.005398707
39000 ; 0.005700735
40000 ; 0.006222879
41000 ; 0.006997063
42000 ; 0.006153387
43000 ; 0.006129693
44000 ; 0.00629849
45000 ; 0.006474548
46000 ; 0.006622996
47000 ; 0.006809277
48000 ; 0.00693441
49000 ; 0.007152261
50000 ; 0.007614115
51000 ; 0.007544883
52000 ; 0.007594992
53000 ; 0.007755273
54000 ; 0.007904007
55000 ; 0.008095868
56000 ; 0.008262642
57000 ; 0.015381476
58000 ; 0.008641414
59000 ; 0.008732826
60000 ; 0.008928584
61000 ; 0.009092338
62000 ; 0.009258572
63000 ; 0.009436941
64000 ; 0.009610224
65000 ; 0.009743639
66000 ; 0.009926589
67000 ; 0.010059501
68000 ; 0.010289315
69000 ; 0.010410489
70000 ; 0.010551727
71000 ; 0.012515839
72000 ; 0.010995399
73000 ; 0.011076289
74000 ; 0.011267763
75000 ; 0.011374883
76000 ; 0.01164734
77000 ; 0.0117431
78000 ; 0.011953949
79000 ; 0.012056509
80000 ; 0.012223593
81000 ; 0.014352845
82000 ; 0.012770495
83000 ; 0.012758721
84000 ; 0.012894207
85000 ; 0.013367996
86000 ; 0.013583015
87000 ; 0.013497593
88000 ; 0.014358773
89000 ; 0.014341171
90000 ; 0.014259323
91000 ; 0.018424386
92000 ; 0.014500614
93000 ; 0.014559185
94000 ; 0.014760056
95000 ; 0.01494355
96000 ; 0.014995693
97000 ; 0.015556884
98000 ; 0.015315708
99000 ; 0.015511937
100000 ; 0.017288017
