numero de elementos ; tempo
1 ; 0.024444414
10 ; 0.019288329
20 ; 0.017906752
30 ; 0.00705057
40 ; 0.006113577
50 ; 0.006165838
60 ; 0.008017602
70 ; 0.010317396
80 ; 0.00871089
90 ; 0.009875033
100 ; 0.00948994
110 ; 0.01116897
120 ; 0.010928694
130 ; 0.01416959
140 ; 0.013080833
150 ; 0.020958852
160 ; 0.015112968
170 ; 0.01670592
180 ; 0.024376842
190 ; 0.020804483
200 ; 0.01500865
210 ; 0.014374594
220 ; 0.01411579
230 ; 0.017986288
240 ; 0.015179576
250 ; 0.014900199
260 ; 0.022726292
270 ; 0.019652617
280 ; 0.016984678
290 ; 0.015203996
300 ; 0.018873909
310 ; 0.028472643
320 ; 0.02068063
330 ; 0.016484426
340 ; 0.021520104
350 ; 0.015363052
360 ; 0.012234573
370 ; 0.011150318
380 ; 0.01108154
390 ; 0.011303176
400 ; 0.012540373
410 ; 0.012925677
420 ; 0.011776395
430 ; 0.014339806
440 ; 0.023596617
450 ; 0.023332296
460 ; 0.014949088
470 ; 0.013373005
480 ; 0.008977125
490 ; 0.01150443
500 ; 0.008918428
510 ; 0.026430774
520 ; 0.018546548
530 ; 0.022961446
540 ; 0.025280463
550 ; 0.020196973
560 ; 0.018378932
570 ; 0.007592022
580 ; 0.007433117
590 ; 0.011404367
600 ; 0.010718177
610 ; 0.020807171
620 ; 0.008845979
630 ; 0.010627361
640 ; 0.007158975
650 ; 0.008374903
660 ; 0.006554749
670 ; 0.008238726
680 ; 0.006990227
690 ; 0.009748348
700 ; 0.007174295
710 ; 0.007196056
720 ; 0.006599063
730 ; 0.009897754
740 ; 0.010173065
750 ; 0.008953468
760 ; 0.006606953
770 ; 0.023699977
780 ; 0.007925846
790 ; 0.01030101
800 ; 0.007517701
810 ; 0.007080291
820 ; 0.011140632
830 ; 0.00713708
840 ; 0.007468309
850 ; 0.010566658
860 ; 0.013751577
870 ; 0.009905127
880 ; 0.021204592
890 ; 0.013495581
900 ; 0.011751777
910 ; 0.011981316
920 ; 0.008995423
930 ; 0.007403394
940 ; 0.011284457
950 ; 0.011159839
960 ; 0.010263661
970 ; 0.012391578
980 ; 0.011360349
990 ; 0.008398782
1000 ; 0.012051048
